index,UF,ano,idade,sexo,escola,cor_raca,NOTA_LC,NOTA_MT,NOTA_CN,NOTA_CH,NOTA_REDACAO
416,RO,2016,17.0,M,1,3,,,,,
417,SP,2016,20.0,M,1,1,651.9,713.3,705.3,692.9,760.0
418,CE,2016,28.0,M,1,3,,,,,
419,SP,2016,23.0,F,1,1,575.9,437.1,432.2,626.2,640.0
420,SE,2016,35.0,F,1,2,,,,,
421,RS,2016,18.0,F,2,1,507.9,446.2,437.4,596.5,720.0
422,AM,2016,31.0,F,1,3,498.4,426.7,460.0,376.3,540.0
423,CE,2016,19.0,F,1,4,652.5,617.8,501.0,587.7,620.0
424,MG,2016,17.0,F,1,3,516.3,404.1,394.1,497.3,440.0
425,MG,2016,54.0,F,1,3,482.3,359.9,427.0,486.2,360.0
426,CE,2016,23.0,M,1,1,584.4,578.0,397.8,579.9,560.0
427,CE,2016,17.0,M,1,2,417.2,456.4,520.7,411.5,480.0
428,PR,2016,17.0,M,2,1,464.3,542.9,448.5,506.2,440.0
429,MS,2016,23.0,F,1,5,529.0,373.7,443.8,500.2,540.0
430,SP,2016,18.0,F,1,3,560.5,543.4,383.7,556.3,520.0
431,BA,2016,17.0,M,1,3,559.6,460.3,463.4,637.1,540.0
432,SC,2016,17.0,F,3,1,485.1,449.4,404.7,503.2,660.0
433,RS,2016,18.0,M,2,2,502.8,400.9,464.6,430.2,380.0
434,SP,2016,15.0,F,1,3,473.8,341.1,389.4,429.6,420.0
435,PB,2016,27.0,F,1,1,,,,,
436,DF,2016,19.0,M,2,1,549.5,410.2,512.6,567.9,600.0
437,RJ,2016,29.0,F,2,1,,,,,
438,SP,2016,19.0,F,1,3,614.1,415.2,502.2,584.4,580.0
439,MG,2016,27.0,M,1,3,649.9,683.6,686.6,681.0,760.0
440,SC,2016,17.0,F,3,1,585.0,562.0,607.1,596.4,820.0
441,PA,2016,18.0,M,2,3,567.3,497.0,445.0,545.6,600.0
442,BA,2016,18.0,F,1,3,,,,,
443,SP,2016,17.0,M,2,1,,,,,
444,PE,2016,17.0,F,2,1,494.2,554.5,469.2,563.3,680.0
445,MA,2016,16.0,F,1,1,537.4,368.5,468.7,541.0,520.0
446,MG,2016,26.0,F,1,0,572.9,451.3,527.1,593.8,500.0
447,SP,2016,35.0,F,1,1,,,,,
448,SP,2016,26.0,F,1,2,,,,,
449,AL,2016,20.0,M,1,3,553.6,487.2,505.3,543.0,480.0
450,CE,2016,21.0,M,2,2,479.7,474.5,457.3,509.0,400.0
451,CE,2016,25.0,M,1,3,486.5,467.7,488.1,574.3,760.0
452,DF,2016,18.0,F,2,3,447.2,476.3,405.5,415.2,480.0
453,AL,2016,44.0,F,1,2,,,,,
454,PB,2016,22.0,F,1,3,488.3,427.9,369.8,510.8,520.0
455,RS,2016,23.0,M,1,1,455.0,412.5,402.8,475.7,440.0
456,RS,2016,27.0,M,1,1,543.6,506.8,529.0,522.3,580.0
457,PI,2016,41.0,M,1,3,570.2,615.5,623.5,604.3,600.0
458,PA,2016,19.0,M,1,1,,,,,
459,TO,2016,21.0,M,1,2,494.4,505.6,517.9,519.2,340.0
460,SP,2016,17.0,F,2,3,,,,,
461,SP,2016,18.0,F,1,1,,,,,
462,MS,2016,17.0,F,2,3,630.7,580.9,578.5,579.2,640.0
463,PR,2016,20.0,F,1,1,525.1,397.9,424.2,431.7,360.0
464,AM,2016,21.0,M,1,3,532.8,446.5,420.2,504.3,440.0
465,AL,2016,21.0,M,1,3,,,416.6,427.3,
466,SP,2016,32.0,F,1,3,,,,,
467,DF,2016,17.0,F,2,1,,,,,
468,PR,2016,20.0,M,1,1,,,,,
469,MG,2016,17.0,M,2,3,454.1,427.6,459.3,472.7,440.0
470,ES,2016,24.0,F,1,3,,,,,
471,MA,2016,33.0,F,1,3,561.1,412.7,441.1,587.7,720.0
472,PI,2016,27.0,M,1,1,585.1,396.4,517.5,544.3,480.0
473,MG,2016,28.0,F,1,2,,,,,
474,BA,2016,23.0,M,1,2,483.6,495.5,528.2,393.3,420.0
475,BA,2016,16.0,M,1,3,479.7,470.1,488.1,545.8,340.0
476,RS,2016,45.0,F,1,1,,,,,
477,BA,2016,17.0,M,1,1,568.6,538.7,523.3,605.8,800.0
478,SP,2016,19.0,M,1,1,551.7,506.7,574.6,572.7,760.0
479,SP,2016,18.0,F,1,3,574.1,564.2,485.4,525.1,700.0
480,SP,2016,25.0,M,2,3,,,,,
481,SP,2016,20.0,M,1,1,650.3,754.7,612.7,773.3,800.0
482,MG,2016,26.0,F,1,1,565.1,485.7,514.2,548.2,440.0
483,MG,2016,18.0,M,2,3,544.4,670.9,511.9,529.0,580.0
484,RO,2016,38.0,F,1,2,587.3,386.1,548.1,697.3,600.0
485,RS,2016,16.0,F,2,1,467.6,453.0,482.3,377.9,300.0
486,BA,2016,22.0,M,1,4,552.2,444.2,528.2,516.2,680.0
487,RN,2016,18.0,M,2,3,481.2,526.7,394.5,510.3,580.0
488,PE,2016,23.0,M,2,3,,,,,
489,RJ,2016,18.0,M,2,1,580.8,567.1,,,520.0
490,RN,2016,15.0,M,1,1,396.6,718.7,416.3,456.5,620.0
491,RN,2016,25.0,M,1,2,,,,,
492,DF,2016,25.0,F,1,3,552.7,398.3,507.7,606.3,560.0
493,PE,2016,19.0,F,1,3,,,,,
494,MA,2016,29.0,F,1,3,,,,,
495,BA,2016,19.0,M,1,2,511.6,510.8,417.0,505.1,560.0
496,PE,2016,18.0,F,2,3,396.3,432.0,468.9,443.5,400.0
497,PB,2016,29.0,F,1,1,,,,,
498,CE,2016,18.0,M,2,0,,,,,
499,PI,2016,15.0,F,1,3,,,,,
500,SP,2016,28.0,M,1,2,539.3,574.0,552.9,575.3,580.0
501,SE,2016,21.0,F,1,3,,,,,
502,SP,2016,28.0,F,1,3,,,,,
503,SP,2016,21.0,F,1,1,,,,,
504,SP,2016,26.0,M,1,3,,,,,
505,ES,2016,16.0,M,2,3,559.0,491.3,522.0,545.7,540.0
506,SP,2016,19.0,F,2,3,466.2,456.3,556.2,574.3,580.0
507,PB,2016,33.0,F,1,3,,,380.5,609.2,
508,RS,2016,18.0,F,2,1,472.3,384.6,428.7,528.3,580.0
509,PB,2016,23.0,F,1,5,452.0,430.7,416.4,548.1,360.0
510,PB,2016,17.0,M,2,1,513.0,670.1,592.4,600.0,840.0
511,ES,2016,43.0,F,1,3,552.0,349.5,476.8,645.8,600.0
512,RS,2016,17.0,F,2,1,561.0,470.5,502.7,492.8,640.0
513,BA,2016,22.0,F,1,3,,,,,
514,CE,2016,29.0,F,1,2,,,,,
515,PR,2016,18.0,F,1,1,438.2,459.9,377.6,430.5,600.0
516,SC,2016,25.0,M,1,1,,,,,
517,BA,2016,19.0,M,1,1,452.0,352.3,514.0,559.2,520.0
518,MG,2016,22.0,M,1,1,,,,,
519,PA,2016,26.0,F,1,3,,,,,
520,GO,2016,20.0,M,1,3,,,,,
521,SE,2016,28.0,F,1,0,500.9,423.6,450.4,493.8,520.0
522,PR,2016,14.0,M,1,3,,,,,
523,SP,2016,20.0,F,1,3,528.2,375.7,516.8,464.8,640.0
524,MG,2016,24.0,F,1,1,520.3,447.7,469.7,480.3,620.0
525,SP,2016,18.0,F,1,3,570.1,490.4,451.3,551.7,440.0
526,PR,2016,31.0,M,1,1,577.6,600.3,533.2,590.4,560.0
527,SP,2016,34.0,M,1,3,499.1,482.7,422.9,585.7,540.0
528,MG,2016,19.0,F,2,2,483.0,367.8,419.7,477.0,520.0
529,RR,2016,15.0,F,1,3,492.0,416.0,406.9,449.6,260.0
530,SP,2016,19.0,F,1,1,622.1,512.4,542.2,603.6,600.0
531,MG,2016,22.0,M,1,4,,,,,
532,MG,2016,18.0,F,1,5,,,,,
533,SP,2016,21.0,F,1,1,524.2,505.1,407.8,494.5,400.0
534,CE,2016,35.0,M,1,1,,,,,
535,RJ,2016,28.0,M,1,2,,,,,
536,CE,2016,17.0,F,2,1,,,,,
537,CE,2016,23.0,M,1,1,471.5,557.6,486.2,499.5,340.0
538,RJ,2016,18.0,F,3,1,,,,,
539,RS,2016,33.0,M,1,1,,,,,
540,RJ,2016,16.0,F,1,1,407.2,376.4,438.5,465.1,520.0
541,MG,2016,21.0,M,1,1,691.5,921.8,719.1,672.1,520.0
542,PI,2016,38.0,M,1,3,619.3,630.1,560.3,649.7,700.0
543,GO,2016,21.0,M,1,1,,,455.2,511.8,
544,PR,2016,23.0,F,1,1,,,,,
545,RJ,2016,22.0,M,2,1,,,,,
546,SE,2016,27.0,M,1,3,,,531.4,550.5,
547,PB,2016,18.0,F,1,3,441.8,343.0,445.0,423.8,400.0
548,SP,2016,21.0,M,1,1,,,,,
549,RS,2016,20.0,F,1,1,565.7,656.1,543.2,647.5,540.0
550,MG,2016,19.0,M,1,3,573.1,556.0,466.1,588.7,500.0
551,PA,2016,30.0,M,1,3,,,,,
552,AM,2016,16.0,F,1,5,479.1,398.4,383.8,502.2,520.0
553,PI,2016,17.0,F,2,3,522.5,471.1,426.7,548.6,480.0
554,PE,2016,19.0,M,1,3,503.1,346.5,478.3,567.3,560.0
555,MT,2016,20.0,F,1,3,574.4,445.5,462.0,562.0,600.0
556,CE,2016,41.0,F,1,2,,,,,
557,PE,2016,28.0,F,1,3,462.3,348.6,379.5,391.0,200.0
558,SP,2016,17.0,F,3,1,510.2,520.1,403.6,561.1,560.0
559,BA,2016,18.0,F,2,3,565.1,490.9,470.2,563.9,480.0
560,SC,2016,17.0,F,2,3,619.6,550.0,487.4,596.2,520.0
561,RN,2016,24.0,M,1,1,550.9,570.4,407.2,567.8,540.0
562,PI,2016,38.0,M,1,2,525.3,454.6,419.2,505.5,480.0
563,RO,2016,30.0,M,1,3,,,,,
564,MT,2016,34.0,M,1,1,,,,,
565,MG,2016,20.0,F,1,3,515.3,440.6,384.1,499.2,540.0
566,PB,2016,17.0,F,3,2,659.1,732.8,609.9,663.1,840.0
567,MG,2016,26.0,M,1,1,555.0,563.8,518.7,595.0,340.0
568,MG,2016,34.0,F,1,1,495.6,468.0,499.5,578.1,440.0
569,RS,2016,17.0,M,1,3,443.4,387.6,488.4,491.2,520.0
570,SP,2016,23.0,F,1,2,588.7,465.4,452.2,568.1,600.0
571,SP,2016,27.0,F,1,4,556.4,470.5,452.5,464.3,620.0
572,SP,2016,34.0,M,1,1,531.0,536.9,535.3,601.5,360.0
573,PA,2016,19.0,M,1,3,556.1,419.2,565.4,574.0,460.0
574,RJ,2016,23.0,M,1,3,,,,,
575,AP,2016,18.0,F,1,3,488.8,372.4,403.7,493.1,560.0
576,MS,2016,19.0,M,1,3,556.4,465.8,488.2,568.9,540.0
577,MA,2016,18.0,M,2,3,472.4,464.4,408.7,400.9,340.0
578,RS,2016,16.0,M,1,1,596.1,606.9,443.5,574.9,480.0
579,MA,2016,17.0,F,1,3,506.2,380.0,445.8,419.1,340.0
580,MA,2016,38.0,F,1,2,,,,,
581,DF,2016,20.0,M,1,3,547.5,555.0,487.6,531.2,560.0
582,CE,2016,32.0,F,1,3,549.4,395.4,427.5,544.2,580.0
583,MG,2016,25.0,F,1,2,497.4,418.4,467.0,541.9,680.0
584,SP,2016,48.0,F,1,1,,,,,
585,RJ,2016,21.0,M,1,3,,,,,
586,GO,2016,19.0,M,1,3,,,,,
587,MA,2016,20.0,F,1,1,389.6,488.4,418.4,551.4,600.0
588,DF,2016,17.0,M,1,1,608.6,720.1,661.9,632.3,840.0
589,CE,2016,26.0,F,1,3,,,,,
590,RJ,2016,19.0,F,2,2,600.9,496.0,590.2,610.1,680.0
591,BA,2016,17.0,F,1,3,541.7,415.2,438.3,546.1,560.0
592,SP,2016,21.0,M,1,3,,,,,
593,RN,2016,22.0,F,1,3,481.4,420.4,461.2,444.8,320.0
594,CE,2016,34.0,M,1,3,581.1,498.4,530.0,622.5,800.0
595,PR,2016,25.0,M,1,3,,,,,
596,RO,2016,18.0,F,2,3,547.1,381.2,505.8,561.9,720.0
597,CE,2016,31.0,M,1,1,560.6,692.9,626.2,684.6,660.0
598,MG,2016,19.0,M,1,3,569.3,590.4,428.2,560.9,620.0
599,SP,2016,20.0,F,1,1,,,,,
600,RJ,2016,38.0,F,1,4,,,,,
601,RJ,2016,32.0,F,1,3,,,,,
602,PB,2016,27.0,F,1,1,539.5,456.1,454.5,648.4,660.0
603,RJ,2016,44.0,F,2,1,,,,,
604,RO,2016,17.0,M,2,3,587.1,639.3,571.1,592.0,620.0
605,DF,2016,34.0,F,1,3,527.5,553.7,419.2,555.4,580.0
606,PA,2016,26.0,F,1,3,412.5,385.5,431.2,388.5,360.0
607,SP,2016,20.0,M,1,1,629.2,529.5,585.6,600.0,380.0
608,MA,2016,17.0,M,1,3,538.8,423.8,442.5,546.8,600.0
609,AL,2016,31.0,F,1,3,479.8,374.7,363.7,446.3,300.0
610,PA,2016,17.0,F,2,1,411.8,427.7,414.5,400.6,440.0
611,SP,2016,17.0,M,2,3,498.4,492.8,442.3,432.7,360.0
612,MS,2016,22.0,F,1,1,,,,,
613,BA,2016,18.0,M,2,2,571.9,609.2,478.3,553.6,560.0
614,PA,2016,22.0,F,1,3,471.7,407.8,419.6,532.0,420.0
615,BA,2016,27.0,M,1,3,,,,,
616,RS,2016,22.0,M,1,1,507.5,440.5,421.0,492.8,560.0
617,SP,2016,22.0,M,1,1,,,,,
618,DF,2016,26.0,F,1,3,462.0,338.9,364.5,491.0,500.0
619,SE,2016,18.0,M,1,1,421.5,463.4,540.6,562.7,600.0
620,PR,2016,21.0,M,1,1,524.9,464.7,514.0,442.8,380.0
621,RS,2016,59.0,F,2,1,488.1,425.4,436.8,502.6,560.0
622,MS,2016,32.0,F,2,1,,,,,
623,SP,2016,18.0,M,2,1,575.5,553.6,424.9,587.6,700.0
624,SE,2016,16.0,F,1,1,522.5,380.3,466.6,570.1,720.0
625,SP,2016,16.0,M,1,3,,,,,
626,SE,2016,19.0,F,1,2,552.9,435.0,553.5,599.9,700.0
627,PE,2016,18.0,M,2,4,,,,,
628,PR,2016,23.0,M,1,3,,,,,
629,MG,2016,18.0,F,3,1,608.1,606.6,599.4,638.9,680.0
630,RS,2016,17.0,F,2,3,482.5,504.1,461.9,515.0,520.0
631,RJ,2016,18.0,F,2,2,550.6,512.3,415.2,578.4,540.0
632,PR,2016,24.0,F,1,3,,,,,
633,SP,2016,22.0,M,2,1,592.3,500.5,403.3,575.7,560.0
634,BA,2016,17.0,F,1,3,576.1,441.1,540.3,604.5,640.0
635,SP,2016,20.0,F,1,1,646.4,436.2,615.1,656.8,840.0
636,GO,2016,16.0,M,1,3,,,,,
637,MT,2016,24.0,F,1,2,504.6,487.2,406.7,545.5,540.0
638,SP,2016,26.0,M,1,3,,,,,
639,BA,2016,20.0,F,1,2,479.6,433.2,429.9,494.9,600.0
640,AM,2016,18.0,M,2,3,,,,,
641,PE,2016,17.0,F,2,3,559.4,561.7,472.7,536.4,560.0
642,CE,2016,23.0,M,2,3,494.7,434.5,515.8,493.7,220.0
643,MG,2016,18.0,F,1,1,633.4,590.8,520.0,635.2,840.0
644,SP,2016,17.0,F,1,1,543.6,677.7,516.5,588.8,600.0
645,PR,2016,16.0,M,1,1,553.1,404.8,508.7,518.7,480.0
646,RN,2016,16.0,F,1,1,523.5,393.2,433.4,536.8,560.0
647,PR,2016,17.0,M,3,1,637.5,621.4,565.4,656.3,580.0
648,CE,2016,23.0,M,1,3,550.3,525.1,451.4,443.9,0.0
649,PA,2016,49.0,M,1,3,,,,,
650,PA,2016,17.0,F,1,3,617.5,608.0,595.0,659.8,720.0
651,BA,2016,22.0,M,1,2,440.4,412.3,452.3,435.4,460.0
652,MS,2016,21.0,F,2,1,,,,,
653,MG,2016,18.0,F,1,3,560.0,335.6,429.7,470.6,420.0
654,GO,2016,15.0,F,1,3,472.5,454.8,447.6,509.2,460.0
655,SP,2016,25.0,M,1,4,,,,,
656,MS,2016,16.0,M,1,3,,,,,
657,MT,2016,18.0,F,1,3,602.8,537.0,447.0,564.8,660.0
658,CE,2016,18.0,F,1,1,559.9,508.2,433.5,567.0,620.0
659,PB,2016,15.0,F,1,2,528.3,476.6,446.2,517.2,440.0
660,CE,2016,44.0,F,1,1,511.5,481.5,492.2,483.6,520.0
661,MG,2016,17.0,F,1,2,507.6,478.5,434.9,484.1,320.0
662,BA,2016,17.0,F,1,1,546.8,394.7,420.4,608.3,680.0
663,AL,2016,21.0,M,1,3,423.8,494.4,467.4,442.3,580.0
664,RR,2016,18.0,F,2,3,475.7,441.3,421.7,523.9,340.0
665,RJ,2016,24.0,M,1,3,,,,,
666,MG,2016,21.0,M,1,3,488.4,490.1,386.6,519.3,440.0
667,ES,2016,18.0,M,1,3,591.1,504.1,516.2,590.1,560.0
668,AM,2016,17.0,M,2,3,488.6,464.2,502.9,426.9,280.0
669,RS,2016,25.0,F,1,1,,,,,
670,RS,2016,22.0,F,1,1,583.5,603.0,474.3,529.6,500.0
671,SP,2016,19.0,F,3,1,566.0,426.3,491.1,543.1,740.0
672,RN,2016,20.0,M,1,1,496.2,481.2,458.1,557.9,580.0
673,MS,2016,23.0,F,2,3,503.1,398.4,476.8,483.6,320.0
674,SP,2016,38.0,M,1,1,423.5,571.0,464.6,465.2,440.0
675,BA,2016,17.0,F,2,3,516.1,446.8,466.6,470.3,560.0
676,CE,2016,17.0,M,1,1,474.0,487.2,449.2,487.3,520.0
677,PI,2016,20.0,F,2,3,554.6,581.4,528.4,444.3,400.0
678,MG,2016,21.0,M,1,3,,,413.1,539.9,
679,RJ,2016,20.0,M,1,3,,,,,
680,PI,2016,25.0,M,1,2,526.0,357.1,385.9,521.1,460.0
681,BA,2016,43.0,F,1,1,511.6,392.4,417.4,441.8,280.0
682,AM,2016,22.0,F,2,3,381.6,367.7,474.3,509.2,480.0
683,RJ,2016,32.0,F,1,3,,,,,
684,MG,2016,20.0,M,2,1,523.3,641.9,529.3,555.5,440.0
685,RN,2016,22.0,F,1,2,,,,,
686,RS,2016,36.0,F,1,1,,,,,
687,PR,2016,28.0,F,1,1,,,,,
688,SC,2016,19.0,F,1,1,631.3,622.0,546.7,606.1,640.0
689,PA,2016,20.0,M,1,3,,,,,
690,PE,2016,23.0,M,1,3,,,,,
691,MG,2016,32.0,F,1,2,495.8,448.2,431.7,409.7,600.0
692,SC,2016,20.0,F,1,3,,,,,
693,AC,2016,20.0,M,1,2,597.8,527.1,664.6,694.6,800.0
694,BA,2016,34.0,F,1,3,,,,,
695,BA,2016,23.0,M,1,2,581.4,396.3,606.6,628.2,780.0
696,SP,2016,21.0,F,1,3,538.5,515.2,425.2,484.9,380.0
697,RJ,2016,20.0,M,1,1,554.8,642.4,535.6,593.5,640.0
698,PE,2016,16.0,M,1,1,537.8,610.3,515.7,574.1,580.0
699,PE,2016,25.0,M,1,3,505.5,339.6,417.9,535.0,540.0
700,CE,2016,17.0,F,1,3,393.5,353.1,400.1,442.8,360.0
701,MG,2016,18.0,F,2,1,592.9,600.0,589.1,631.7,760.0
702,CE,2016,19.0,M,1,1,,,,,
703,RS,2016,23.0,M,1,2,574.9,440.7,464.1,531.2,520.0
704,RN,2016,36.0,F,2,1,,,,,
705,BA,2016,17.0,F,1,3,,,,,
706,RJ,2016,27.0,F,1,2,394.8,555.1,376.9,450.5,560.0
707,GO,2016,19.0,F,2,3,,,,,
708,SP,2016,26.0,F,1,3,,,,,
709,AM,2016,36.0,M,1,2,509.5,553.2,496.2,579.6,600.0
710,MA,2016,18.0,F,1,2,556.9,435.6,380.5,572.2,640.0
711,SP,2016,18.0,F,1,1,617.0,458.9,630.3,625.2,600.0
712,MG,2016,18.0,F,2,3,,,,,
713,BA,2016,17.0,F,1,2,545.0,422.1,536.2,476.5,440.0
714,CE,2016,25.0,F,1,3,497.0,443.8,394.3,546.3,440.0
715,RS,2016,20.0,M,2,3,473.8,471.7,404.1,445.0,460.0
716,SP,2016,16.0,F,1,4,402.2,467.9,449.2,403.3,500.0
717,SP,2016,22.0,M,1,5,538.6,476.4,446.6,561.5,520.0
718,PR,2016,37.0,M,2,1,540.2,389.6,456.8,501.1,420.0
719,MG,2016,15.0,F,1,3,521.3,406.8,430.9,455.7,540.0
720,BA,2016,21.0,M,1,3,,,,,
721,RJ,2016,17.0,F,1,3,585.7,421.2,440.7,567.9,480.0
722,BA,2016,38.0,M,1,2,,,,,
723,MG,2016,23.0,M,1,3,645.2,691.8,631.0,636.0,640.0
724,RJ,2016,19.0,M,3,1,428.5,406.2,393.4,449.9,500.0
725,PI,2016,18.0,F,3,3,586.9,799.9,673.9,692.7,820.0
726,RJ,2016,44.0,M,1,2,568.0,378.9,528.6,671.5,560.0
727,SP,2016,17.0,M,2,1,477.9,487.8,461.3,537.1,440.0
728,CE,2016,21.0,M,1,1,527.0,363.5,507.9,484.1,560.0
729,MG,2016,20.0,F,1,3,666.5,632.4,630.5,692.6,680.0
730,SP,2016,17.0,M,2,1,436.9,416.7,514.2,562.1,440.0
731,TO,2016,29.0,F,1,3,468.1,491.3,385.5,426.3,520.0
732,RJ,2016,28.0,F,1,3,,,,,
733,MG,2016,35.0,F,1,1,623.9,487.5,544.1,636.3,600.0
734,AM,2016,17.0,M,2,1,377.0,388.8,391.6,464.6,420.0
735,SP,2016,17.0,F,2,1,,,,,
736,AM,2016,46.0,M,1,3,,,,,
737,AL,2016,16.0,F,1,3,,,,,
738,AP,2016,54.0,F,1,3,,,,,
739,MG,2016,19.0,F,1,2,,,,,
740,PA,2016,27.0,F,1,3,494.4,460.7,389.0,467.7,620.0
741,MG,2016,16.0,F,1,4,408.4,403.9,427.2,494.7,500.0
742,SP,2016,26.0,M,1,2,658.5,709.6,620.8,651.7,640.0
743,MS,2016,51.0,M,1,2,,,,,
744,SP,2016,18.0,F,3,3,627.0,570.8,605.5,589.0,760.0
745,SC,2016,54.0,M,1,3,,,,,
746,ES,2016,22.0,F,1,1,,,,,
747,RJ,2016,22.0,M,1,3,403.6,382.1,470.3,568.6,400.0
748,SP,2016,18.0,F,2,3,563.8,382.7,392.9,578.9,560.0
749,RJ,2016,21.0,F,1,1,,,,,
750,MS,2016,18.0,F,2,2,426.0,399.3,419.0,474.4,480.0
751,DF,2016,35.0,F,1,3,,,,,
752,SP,2016,27.0,F,1,1,,,,,
753,MG,2016,20.0,F,1,1,443.0,482.8,419.6,449.8,640.0
754,MG,2016,28.0,F,1,3,586.2,590.0,596.6,591.7,580.0
755,PE,2016,30.0,F,1,3,645.5,595.1,541.8,646.6,620.0
756,MA,2016,17.0,M,2,3,537.7,562.6,490.7,564.4,480.0
757,PR,2016,19.0,M,1,1,606.1,718.2,638.1,634.9,680.0
758,SC,2016,17.0,F,2,1,466.7,393.0,366.6,495.6,420.0
759,RJ,2016,18.0,F,3,3,518.1,493.4,547.6,562.5,600.0
760,PE,2016,20.0,M,1,3,483.5,545.0,470.2,573.0,380.0
761,BA,2016,21.0,F,1,3,483.8,359.5,482.8,472.7,580.0
762,MT,2016,20.0,F,1,3,,,,,
763,CE,2016,17.0,F,1,3,507.7,352.1,388.0,469.9,540.0
764,SP,2016,18.0,F,2,1,401.3,429.9,459.4,439.4,320.0
765,PE,2016,19.0,M,1,2,497.8,340.6,535.5,546.7,480.0
766,AL,2016,18.0,M,1,1,463.5,437.8,512.0,380.0,540.0
767,DF,2016,28.0,M,1,2,,,,,
768,ES,2016,19.0,F,2,3,521.9,512.5,532.3,516.2,480.0
769,PE,2016,22.0,M,2,3,,,,,
770,GO,2016,24.0,F,1,3,,,,,
771,BA,2016,18.0,F,2,1,407.7,446.5,383.9,404.6,380.0
772,CE,2016,16.0,M,1,3,483.8,341.3,380.3,431.4,240.0
773,PA,2016,26.0,F,1,3,460.9,507.8,479.8,440.6,460.0
774,SE,2016,19.0,F,1,1,,,,,
775,DF,2016,22.0,M,1,3,631.8,675.1,570.0,615.8,500.0
776,MA,2016,18.0,M,1,2,582.7,524.1,577.3,630.4,780.0
777,PB,2016,20.0,M,2,3,525.2,379.4,519.1,503.2,440.0
778,MG,2016,19.0,F,1,3,585.0,588.1,454.0,586.7,580.0
779,PA,2016,30.0,M,1,3,,,,,
780,SP,2016,17.0,F,2,1,,,519.8,574.6,
781,MA,2016,23.0,F,1,1,584.6,388.8,510.9,555.4,600.0
782,MT,2016,18.0,F,1,3,,,451.3,447.6,
783,BA,2016,50.0,M,1,2,,,,,
784,RJ,2016,37.0,F,1,2,,,,,
785,SP,2016,18.0,F,1,2,542.7,480.7,493.6,537.4,580.0
786,PB,2016,21.0,F,1,3,,,,,
787,PB,2016,16.0,F,1,3,521.9,484.6,480.1,554.6,640.0
788,SP,2016,20.0,M,1,1,,,,,
789,PI,2016,32.0,M,1,3,570.7,572.4,386.0,522.8,500.0
790,PA,2016,20.0,F,1,3,566.6,543.6,599.2,617.5,740.0
791,DF,2016,17.0,M,3,3,608.1,453.9,597.2,627.5,640.0
792,SP,2016,23.0,F,1,3,533.9,504.5,393.3,403.3,560.0
793,AL,2016,31.0,F,1,1,495.0,352.5,511.9,580.9,480.0
794,MA,2016,17.0,F,1,3,,,,,
795,MA,2016,23.0,M,1,2,571.9,596.3,603.2,588.0,600.0
796,AM,2016,19.0,M,1,3,441.1,418.5,397.8,419.9,540.0
797,ES,2016,17.0,F,2,2,612.5,446.7,568.4,613.1,580.0
798,RN,2016,30.0,F,1,3,436.2,459.6,390.6,431.6,580.0
799,SP,2016,17.0,M,3,3,505.9,525.2,485.2,549.2,480.0
800,SE,2016,16.0,F,1,3,,,,,
801,MG,2016,35.0,F,1,1,521.8,443.6,389.2,443.5,280.0
802,PR,2016,19.0,F,1,1,,,,,
803,RJ,2016,21.0,F,1,1,538.9,486.0,480.7,552.0,400.0
804,MG,2016,18.0,F,1,1,650.0,808.3,722.9,725.0,800.0
805,MT,2016,15.0,F,1,3,517.6,416.3,458.1,579.0,480.0
806,PE,2016,19.0,M,1,2,,,,,
807,RS,2016,50.0,M,1,3,,,,,
808,MA,2016,24.0,M,1,1,,,,,
809,RN,2016,19.0,F,2,1,,,,,
810,AL,2016,32.0,F,1,1,467.6,423.5,496.6,429.2,480.0
811,RJ,2016,24.0,M,1,3,376.5,562.3,531.8,442.6,380.0
812,RN,2016,25.0,M,1,1,560.7,702.8,597.0,621.6,500.0
813,MA,2016,17.0,M,1,3,505.4,518.8,433.9,387.1,400.0
814,BA,2016,15.0,F,1,1,610.4,709.5,522.6,644.4,660.0
815,MG,2016,17.0,F,2,3,549.6,466.7,493.2,593.1,480.0
816,ES,2016,22.0,M,1,2,,,,,
817,PR,2016,30.0,M,1,3,,,,,
818,MG,2016,38.0,F,1,3,,,,,
819,CE,2016,19.0,F,2,3,458.9,398.8,419.6,387.2,380.0
820,MG,2016,18.0,F,1,3,576.5,427.7,498.4,591.2,720.0
821,CE,2016,18.0,M,2,3,,,,,
822,MA,2016,15.0,M,1,3,424.3,559.5,426.4,486.6,360.0
823,MG,2016,18.0,M,2,1,533.9,463.8,456.3,584.0,520.0
824,SP,2016,20.0,F,1,3,,,,,
825,PA,2016,17.0,M,3,3,631.8,859.8,797.1,703.9,740.0
826,SP,2016,16.0,F,1,1,398.2,415.6,464.6,502.7,380.0
827,PE,2016,20.0,M,2,1,499.7,450.8,464.5,493.6,0.0
828,PR,2016,18.0,F,1,1,551.3,593.2,413.2,615.4,680.0
829,RN,2016,17.0,F,2,4,542.1,372.1,425.3,474.2,520.0
830,GO,2016,15.0,F,1,3,512.3,548.1,472.8,514.3,560.0
831,SP,2016,18.0,F,3,3,428.6,443.8,,,600.0
832,BA,2016,18.0,M,1,3,622.9,924.0,731.4,678.5,880.0
833,MA,2016,22.0,M,1,1,579.7,409.5,431.4,473.1,660.0
834,RJ,2016,17.0,M,1,1,636.1,671.6,571.2,612.6,660.0
835,AM,2016,22.0,F,1,3,,,,,
